timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,-0.32638887934210536,-0.14150781619010983,-0.03472635200242957,-0.0023208714548730892,1.6298437798909318,0.03800676909127872,1.7568033655831738,1.1342423373436852,forward_head
0.02,-0.3210003190034915,-0.10122898846548957,-0.0024224791493306047,-0.03646542701605375,1.6836956196214665,0.029646567913324547,1.8613143269058254,1.175710676201542,forward_head
0.04,-0.31855898163198915,-0.1337539833544978,-0.02202892111959223,-0.0019153585292406205,1.672872471021055,0.03094431852216901,1.8564975634334064,1.1824873716467545,forward_head
0.06,-0.3244329021982809,-0.08784880994824519,-0.014901800171384188,0.01980102371577976,1.7608881646107564,0.033852877040133664,1.7986191884688747,1.0931636334265034,forward_head
0.08,-0.2611591029778181,-0.10037077341830228,-0.013876268505451544,-0.00865311636100738,1.560520298001028,0.025680049395707175,1.7975177970611038,1.1793714274808702,forward_head
0.1,-0.3449459622344465,-0.14644262415284734,-0.032016548415897336,-0.005794184084072433,1.6888247208707223,0.017340119188655752,1.9749715049094523,1.179688689812661,forward_head
0.12,-0.323140473322015,-0.13753318727661937,-0.03900694775115525,-0.003155039920082717,1.7159462416991353,0.03329931652682033,1.9033906766258386,1.1844739264608104,forward_head
0.14,-0.3136892425661288,-0.11553953788350121,-0.010458372846411965,0.010104948439591846,1.5112257157805005,0.04259703493910251,1.8497844842778173,1.1012689597334162,forward_head
0.16,-0.34255350480097635,-0.08578583536995212,-0.02093737235034456,0.008927733849185519,1.6200543496984494,0.025550024872046377,1.8184081149876938,1.1728259677544768,forward_head
0.18,-0.33127334887710763,-0.09596786705609427,-0.01314192395666297,-0.005951130715077397,1.6690980725274367,0.03605927226981509,1.883123678731378,1.1256774400975518,forward_head
0.2,-0.2848608097485493,-0.11418781735952063,-0.018738536415076733,0.002821538587484776,1.3967897515819676,0.047113096067703863,1.9075435771766616,1.1935025741414529,forward_head
0.22,-0.3109833357751853,-0.11500530741825198,-0.028991164526522405,-0.002998543755075761,1.5734732027727374,0.05402442863295612,1.9445810495344829,1.0836189639767024,forward_head
0.24,-0.31936852924350423,-0.12254358005405847,-0.026100291992272064,-0.012581574935783548,1.5474551181710694,0.04001048808973386,1.9173547522961203,1.116599623186077,forward_head
0.26,-0.3097759054982068,-0.1321914063290968,-0.01268842386642281,0.013603677765232863,1.6232199422514793,0.027422630216355524,1.8634972398485607,1.083804665981878,forward_head
0.28,-0.31754922802687763,-0.11452848761015016,-0.0244239781248242,0.016806360862679785,1.4606214312578873,0.03982984295210549,1.889591730922045,1.1422516805020844,forward_head
0.3,-0.30229754192892516,-0.11011293348983642,-0.011466440196351433,-0.007676102325546543,1.4962267833119665,0.024808372524069384,1.9101102425601835,1.1087028172481999,forward_head
0.32,-0.3359267045480407,-0.12448553759397941,-0.008930175382037029,-0.008168786952675087,1.4264158331737007,0.038181492190209526,1.7969250335918423,1.0289557230336617,forward_head
0.34,-0.32821077564965506,-0.11557790820044513,-0.007330084792339695,0.0012590428081421124,1.568629559844525,0.02791251323091886,1.8204951673994858,1.0770744124251062,forward_head
0.36,-0.3218173396457369,-0.10903539273834276,-0.00803255589404493,0.006210177842189585,1.6271763733475284,0.017463077376623816,1.8892293647574627,1.1848985315723108,forward_head
0.38,-0.31571388896594726,-0.12713834618450207,-0.009215862042587224,0.005288543380904478,1.534836031327319,0.012041784482695127,1.9522028748394027,1.0708580117251276,forward_head
0.4,-0.33896635167326383,-0.10585590090107544,-0.012462349721570362,-0.022918295191271598,1.5002884717550549,0.03232363561716887,1.8248465460279164,1.1858668223568274,forward_head
0.42,-0.29314181306780246,-0.14389498134794837,-0.03083017279564956,0.012446235022852182,1.5051505244135823,0.028252447029944432,1.819060059329933,1.1434487799932362,forward_head
0.44,-0.3672452222697427,-0.08659154100898683,-0.03022634746573322,0.009190771894093565,1.516798293462105,0.017795877232382837,1.8274144746466583,1.1624480716659527,forward_head
