timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,-0.01567505459514016,-0.18222744558566034,-0.3075585382518289,-0.22091825244156285,1.3288434806885538,0.035057754326084,2.124938508074753,0.9026965269792153,slouch
0.02,-0.0007218902845397679,-0.1805104442734585,-0.2611835487273192,-0.2840675709924743,1.3178645947327103,0.08270353250694971,2.046173574162035,0.958068670934976,slouch
0.04,0.021278216433387447,-0.14940017421877022,-0.2820855057292035,-0.23347986876233334,1.4277891899954676,0.054301456474631075,1.9646030142800899,0.985015933032571,slouch
0.06,0.02592233831900847,-0.1507865547397999,-0.2703859614410723,-0.29937592150497194,1.2450982903333645,0.004900766962276282,2.1550692978800647,1.0355542416505779,slouch
0.08,0.06477210339792919,-0.15189139732984755,-0.28867914797277583,-0.26826947034607407,1.3502759982094994,0.011391109586065973,2.0137476601350137,0.9063182436652526,slouch
0.1,0.02428096557129865,-0.11291492122646052,-0.3007050922060513,-0.22252839989478876,1.3646905854530673,0.013051616964052033,2.0541973370144295,0.9596799022384978,slouch
0.12,0.04495241234433768,-0.19527739473165248,-0.3217381806895181,-0.26091058103668924,1.315400718557457,0.0500697346702597,1.9977213133110971,0.9837456080466139,slouch
0.14,0.022364129277025108,-0.16425918259087263,-0.3136886014751901,-0.22098105837060933,1.1761028283668145,0.0,2.2103140522254154,0.9572516458065734,slouch
0.16,0.021385522745894045,-0.18924483455295452,-0.31114826786214544,-0.26849219974722516,1.3093971729607334,0.01841257603029982,2.171498741167573,0.9901470606981544,slouch
0.18,0.05839276184151314,-0.1751022221955087,-0.32423418977318436,-0.2378286573687316,1.2860462659215006,0.054384805532862734,2.074060079944757,1.0774061181085188,slouch
0.2,0.03615386448116645,-0.17804148222942012,-0.2994685323817669,-0.2899729096518062,1.2602143610550902,0.011329154423856678,1.9939426224781236,0.9731954833301976,slouch
0.22,0.04985328773164094,-0.1658154024899169,-0.29300759927382686,-0.2382014530913227,1.3052723371713417,0.05205219775574115,1.9470066288977677,0.9696998717168928,slouch
0.24,0.004040981929793526,-0.14847308558314654,-0.30828488235760027,-0.24545107047935527,1.26694076830044,0.014709647446469925,2.0430587292212206,0.9175217988186066,slouch
0.26,0.01891392837251529,-0.14569232318841885,-0.3052964706719567,-0.302076328324166,1.3236381184990191,0.016889178460869732,2.182021535302811,0.9486141105067043,slouch
0.28,0.07572005620530635,-0.16302690752892463,-0.2870689871591019,-0.2625870862443342,1.1582687204461637,0.06428958842168761,1.9306469397097437,0.8706686830419568,slouch
0.3,-0.014067254704766996,-0.16656269516809252,-0.29696826278212574,-0.2301815963862748,1.3150959416103174,0.04829727816173692,2.021099986085245,0.9490212817679335,slouch
0.32,0.007585823606978631,-0.1417323332257308,-0.291080359692171,-0.25580600263166026,1.2682540107145306,0.010897352524750397,2.144997618444463,0.9685396817164028,slouch
0.34,0.04980910754092127,-0.1435139488100401,-0.29946593564860363,-0.24522522850714423,1.3063587851988911,0.00468801862881401,2.3195566866876716,0.9222125972063878,slouch
0.36,0.01783557846061678,-0.1732610396981716,-0.27170991068675615,-0.26890647226699393,1.3743552996237909,0.0976157262885894,2.1735188500010607,0.9174401921915593,slouch
0.38,0.020056454228553195,-0.1650502787157979,-0.2902500111864518,-0.21879931468263883,1.2827811793796888,0.034855034260871325,2.1490886577481105,0.9406679606849888,slouch
0.4,0.04942027409267604,-0.16079410722035603,-0.33217179098182836,-0.23293350944836944,1.3256037864083379,0.028398846420496355,2.2373368105558797,0.9124979157142001,slouch
0.42,0.005079611435927414,-0.16850665583284988,-0.31644448207568243,-0.2550416817149139,1.3074813434607195,0.05068464467219336,1.9510635294097483,0.9529542356335824,slouch
0.44,0.06202384151723622,-0.1613873173343517,-0.27037873776201504,-0.2611402185040165,1.2986828629075646,0.05360332289919712,2.196653731140656,0.930656279885663,slouch
0.46,0.031503167179779544,-0.188586160604832,-0.33882872714184853,-0.2608488665940262,1.379849482187164,0.0,2.072356212336987,0.9996292183958083,slouch
0.48,0.02496345577686477,-0.16532805263073663,-0.2924364251173447,-0.26090242811156145,1.3227282774580118,0.038401034962556896,2.091575374415282,0.9072779327113393,slouch
0.5,-0.012443583157336516,-0.13627853349115104,-0.28767433338214027,-0.26230627994439704,1.2730338337395106,0.009587281940080206,2.0986461544736645,0.8794605828256852,slouch
0.52,0.060025542664749826,-0.1853296707382355,-0.2851160774531617,-0.19624151227526423,1.2899545914042878,0.06814233989789242,2.1486224770365507,0.978085616200998,slouch
0.54,0.028007337817403947,-0.15573474198364448,-0.27845209652837993,-0.2799549020631294,1.313918983781763,0.0349039598986233,2.1215795128492236,0.9490242786420194,slouch
0.56,0.004589803213591494,-0.1915050093800564,-0.31205462551078883,-0.2308285027245907,1.3457205982811633,0.03223422074375492,2.0851264163754406,1.0336056864430474,slouch
0.58,0.015526852159345749,-0.15813196195606313,-0.27544012124905976,-0.23762734569648913,1.316628149210919,0.036537704869312085,2.233674043690987,1.019053741726329,slouch
0.6,0.029651262303948236,-0.11907220891647485,-0.3025241767340343,-0.26101930109065774,1.292362301045074,0.021264449367045597,2.083380971296313,0.954381597526477,slouch
0.62,0.01857939501957162,-0.183898978855583,-0.27474738834217244,-0.2547438182390831,1.2192801171996535,0.026371022253807566,1.9168971400377361,0.8615291766576614,slouch
0.64,0.019552641406747128,-0.14604820146465478,-0.2850569417766531,-0.22743220739342643,1.3813832813890388,0.06697375966284608,2.191965249470811,1.0394419649932596,slouch
0.66,0.0344132352603829,-0.1453388791541588,-0.3432036558321733,-0.2234004143908209,1.2404060546218099,0.043720825439828276,2.098485766082699,0.9280246086851073,slouch
0.68,0.04058601634050278,-0.15830533486373116,-0.3171216962554153,-0.25539800717726846,1.338597053891685,0.020722999901324136,2.040753434042699,0.9805418676253482,slouch
0.7,0.05647024949510069,-0.12500770095294853,-0.3328440928055588,-0.28341370121892967,1.2364600753607737,0.03924020909571829,2.2000121517622957,0.9300370803988967,slouch
0.72,0.058594796257624156,-0.16467029901187552,-0.36164792797042594,-0.2658255302422022,1.1790004663741283,0.002847000417231258,2.0786190742120474,1.00379393161526,slouch
0.74,-0.019689722376519347,-0.13845379274697733,-0.3027861588066871,-0.2567928945277166,1.2126287120350203,0.053602967302537545,1.9397190473997319,1.0326826065872943,slouch
0.76,0.03787241364558275,-0.16395899072463888,-0.32565285043076914,-0.295084941465742,1.2013709322644615,0.04490924626763608,2.213432920855465,0.9076165948642274,slouch
0.78,0.018535939420360758,-0.16328760296294276,-0.32763079308440113,-0.269161505972436,1.24840578210005,0.02002394276008876,1.915827380803518,1.0018856455807574,slouch
0.8,0.035339091013920756,-0.16074524265495616,-0.33084174249231946,-0.27895347833314077,1.3727548886188252,0.06803397878962779,2.0933321621645455,0.921524349202878,slouch
0.82,0.04145793410809347,-0.18637617975199117,-0.29371199554511446,-0.25484078029184803,1.1967601103423053,0.035704084406561434,2.1446030533350515,0.9748488726914772,slouch
0.84,0.0013311561820228235,-0.1860946555560141,-0.3323732078778919,-0.2750810303426149,1.246578479226113,0.014208786544081397,2.1717821871528296,1.0135885712905686,slouch
0.86,0.01891679582304815,-0.17051108853292463,-0.3017688588263805,-0.24408540507579346,1.3630008469578592,0.05109608192284228,2.1184289194362202,1.0055257428181144,slouch
0.88,0.0314586260389187,-0.1813461655439538,-0.27137895781304955,-0.27568244318270485,1.2665469152155633,0.020590424566975983,1.953492825918237,0.8899466026347531,slouch
0.9,0.025992551159779397,-0.1700496841093607,-0.28988268638727355,-0.25908384993974687,1.4143751401376488,0.032206359555784665,2.0810901598395857,0.9510108123257226,slouch
