timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,-0.015020120506850287,-0.17586670619253456,-0.29751270852736683,-0.24887336527375956,1.2726102964618813,0.039373986082426864,2.1967856807381154,0.8427131938361523,slouch
0.02,-0.010275095605181831,-0.20014461777204867,-0.36056418104854837,-0.22640501894327475,1.2656815053720822,0.05203568770397399,2.0976398377084955,0.8796012759236732,slouch
0.04,0.035395709531391976,-0.14111848639001343,-0.2855086366186125,-0.26445174086378487,1.2505269740318894,0.05327435128089673,2.2460174038875462,0.9692696883457599,slouch
0.06,-0.019453015613453938,-0.17833673333801925,-0.3050625920698458,-0.2174386051590073,1.3797037225537188,0.061020934698405735,2.0603575040483126,1.0136953483601745,slouch
0.08,-0.005380439167353292,-0.1420724547732681,-0.3157135075058135,-0.25559320042394035,1.2874570440741777,0.02872211101059056,2.2161358236373956,0.9423000099870593,slouch
0.1,0.00367342699714155,-0.19064547238669632,-0.3308448069742341,-0.2684045121587797,1.2863533686364226,0.06046432578574565,1.9406805707353232,0.899256945868591,slouch
0.12,0.046268039631020615,-0.1792447583267797,-0.3370620974947446,-0.1931308861831019,1.3755153409027745,0.054068370337913334,2.234144431879105,0.962161593605432,slouch
0.14,0.021990254010095626,-0.14599978548766263,-0.28901687603224,-0.20980907525462933,1.3289232051138806,0.06005399127535126,2.1152083049890065,0.9955906265819721,slouch
0.16,0.0060394325467775,-0.15018978173172845,-0.28080790986942544,-0.26066407867414404,1.281058576962044,0.0532124644548776,2.1128251739857893,0.971488870839124,slouch
0.18,0.07284026877651534,-0.21175600073264672,-0.30832732369723265,-0.2587394616121066,1.3304672581395487,0.027018220463280094,2.148753839605925,0.9552581335024861,slouch
0.2,0.017459691472441096,-0.16748807863355417,-0.2975644389401939,-0.23267466643506096,1.3015246801257518,0.026748687278852105,2.090919832924241,0.9794484200637611,slouch
0.22,-0.008647374587504931,-0.1677058155304064,-0.30024053345786045,-0.2542656066123155,1.2270996612362055,0.06655182834532618,2.192564114863558,1.0401596131764395,slouch
0.24,0.06447473118769205,-0.16182717974700586,-0.3027204749858454,-0.31292548232368333,1.3430966009631415,0.05939800793915851,2.141014740203027,0.9330895054806112,slouch
0.26,0.006270279453969827,-0.15364565256646845,-0.3119271444017587,-0.2565472914148392,1.1977278150182982,0.04671372083788329,2.0273801347518723,0.8477077117565419,slouch
0.28,0.01497761895796161,-0.14955191196444842,-0.2777302401828706,-0.20779165493548155,1.4098075683356373,0.032566552630358514,2.10898263969482,0.9303003681682668,slouch
0.3,0.06150749423873073,-0.15940786073681604,-0.3056237466390626,-0.27145347502980927,1.2755225276341966,0.015265785886048629,2.059442140896516,0.9437594818487507,slouch
0.32,0.03503995997604658,-0.1547204161471038,-0.3216867005895171,-0.2690910017743336,1.38922243166242,0.021329008955262508,2.091359176060258,0.9015238157719042,slouch
0.34,0.044706474292777326,-0.16487145188699878,-0.3125857064899404,-0.2755173558146274,1.388114219045091,0.0,2.146306421898076,0.9500665860826265,slouch
0.36,0.000563208425165323,-0.17442414344902085,-0.3170116602468864,-0.2368836032881125,1.2981960418726428,0.027049251008854445,1.9993223887292886,0.8517520378777338,slouch
0.38,-0.029220102291529368,-0.16594457486304015,-0.2820671443141799,-0.24949107286158065,1.2876974309834064,0.025047399496622415,2.217025491799764,1.0053397801454727,slouch
0.4,-0.01157232441732917,-0.12932710100090347,-0.3046068212369369,-0.24754337973200388,1.3678303754564822,0.05121845461950303,2.046551136240376,0.9221694859469671,slouch
0.42,0.00020982199704473135,-0.16614453926308734,-0.3220737215884852,-0.2545121067437397,1.340401651156704,0.06603548486063701,2.143023353940582,0.9370999566247106,slouch
0.44,0.004794690526682644,-0.16820106767092574,-0.31241858815543855,-0.24914803025044122,1.1765316063150069,0.053198802868912425,2.1261245572667664,0.94396994092731,slouch
0.46,0.008317161316504097,-0.18525232785264337,-0.26614071263145245,-0.26086600015994504,1.2589156752692052,0.014505665767103593,2.1570943086227468,0.9277717100762051,slouch
0.48,0.02657432100310623,-0.14929710933355447,-0.33020495827886603,-0.21138027149869498,1.3379551886741092,0.05856610198104667,2.053153604821284,0.9810664149459352,slouch
0.5,0.04095585702980956,-0.1880880179723828,-0.303749388228765,-0.2615745402135379,1.27942012530109,0.06983115028743295,2.167326591088983,0.8837679745328333,slouch
0.52,0.03541932456655931,-0.16202084536269087,-0.3108808595371932,-0.2571318170472841,1.3529118712278014,0.09761087376367464,2.0998503164433187,0.962793002064886,slouch
0.54,-0.016315563753706474,-0.1798122287548263,-0.32404793843149404,-0.23936882788335764,1.1771885206410029,0.021607695082768885,2.0224846810792414,0.9911953062324869,slouch
0.56,0.0037499763966333047,-0.19222600380318294,-0.2761573704330171,-0.2686554274757312,1.3530975502748976,0.04766290477469682,2.2393246370156934,0.9643982522280411,slouch
0.58,0.04953212667257214,-0.1664612783234419,-0.3345832139574962,-0.2544291386230438,1.3553805031445054,0.04184248324009078,2.0962714438049828,0.9625398110629011,slouch
