timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,0.02026098325285168,-0.0068626111970124205,-0.03254855209338846,0.007661699391437857,1.2309912143491755,0.013779700801520328,1.8547573728756652,0.9735100918272053,good
0.02,-0.005661584709256121,-0.0037740743648794514,0.015828708790360867,-0.0009910028450053688,1.1978277348875488,0.018795368518993293,1.7509126781516058,0.8655664508277499,good
0.04,0.01831542775378342,0.008556333367951084,-0.0015142955770160488,-0.002475977431219731,1.2099887387114077,0.0050491764214509564,1.9067798111404528,0.9308049436568634,good
0.06,0.00280117730167066,0.007507860410115363,0.007020674239994427,0.018353084363569368,1.2592189882341784,0.027079971617087164,1.7887042692476762,0.8849372007942011,good
0.08,0.035022892503358515,-0.018038719291232345,-0.022232067458552513,0.0038964357374156448,1.1366334974549896,0.024422074593227372,1.836979527826277,0.8457476073831348,good
0.1,0.024575046667226534,0.006106438229625023,-0.0041284351370602405,0.012260532750392279,1.2823742922437575,0.02159941244628711,1.7677765641561947,0.9046464572630278,good
0.12,0.027531240906451704,-0.013052724704379385,0.020419841690188307,-0.011192584623669807,1.224735875880195,0.022755854939949804,1.7903284557298234,0.9309680935190048,good
0.14,0.01824375981015423,0.020001905562409543,0.011565338250156855,0.005732960695080981,1.1339308333547087,0.030885020559966204,1.7526928347047412,0.8817038490479285,good
0.16,0.03216288063221782,0.0006064636586843123,-0.016263248179126173,-0.009745127716820744,1.210639235709818,0.01552794058682801,1.7990051304927153,0.8965326813865866,good
0.18,0.050496060509490855,0.0008657315905999662,0.012836691906645287,0.001180002571843488,1.1384583066741876,0.0,1.7940339626712019,0.9139659120411305,good
0.2,0.028712367768792484,-0.027818128670352837,-0.010993342167241637,0.0024272605789335765,1.2447628211096147,0.03508373702844204,1.7997342959821276,0.9631926577882871,good
0.22,0.04422201404245057,-0.0021612904080797477,-0.013582783092718511,0.0010563735028805159,1.2355218055323967,0.014279299993622752,1.8544335318268934,0.9780808059387811,good
0.24,0.02322059568013463,-0.0107581732039544,0.01254804396675868,-0.018714080769546563,1.254262109123213,0.013281797180845696,1.8195267658544887,0.9728155674269352,good
0.26,0.025067897981913452,0.005345745347411055,-0.0064495360306063565,-0.014034252519405032,1.1182106923337396,0.03740904215962841,1.835700903617184,0.9266978280265243,good
0.28,0.041153535936063114,0.013266507871082234,-0.0035414324033014133,0.007394491815147045,1.2070861174301217,0.027529033665096885,1.8953237190834853,0.9081167467994657,good
0.3,0.01860271242133484,-0.0117624800068573,-0.02874065921143483,0.023088487276757365,1.2482568746456515,0.030488332969326046,1.8054465336813195,0.9128519242514391,good
0.32,0.01024088765277921,-0.012731649367403385,0.0002670283543776626,-0.0096600256540143,1.1878400020039115,0.02209723434010853,1.7810022905869543,0.8760641342578511,good
0.34,0.013341609170559588,0.0010214641314173923,-0.0034166221245866676,-0.0010076120371178892,1.3519953195092138,0.0,1.795375493312204,0.9407606421700306,good
0.36,0.017755083703318013,0.027386817629136456,-0.0004946035298120399,-0.012146101255381257,1.2132402699199236,0.00926037279277701,1.7902254632110894,0.8671914550008962,good
0.38,0.017172168800482474,-0.029918943565087956,-0.023632818053277965,0.0022673660999709515,1.2608290176406014,0.016470878569161573,1.8373129963062242,0.8977978821578756,good
0.4,0.018149295792753616,0.01656003913396299,-0.013122570929314624,0.0032006343982900697,1.1201558106070846,0.010789889064877342,1.8370653354101656,0.9730264856760881,good
0.42,0.04349625428407783,0.00525402594987903,-0.0193597514643961,-0.009207442151360655,1.2863125747941087,0.0043111163994427135,1.7753456343579626,0.926109981277969,good
0.44,0.055151369197900625,-0.008069055155751917,0.004680898316975562,-0.0030799037584740125,1.1692442904838933,0.022505320175065124,1.8685036213387305,0.9109806158673641,good
0.46,0.028112541267082014,0.013161131693647148,0.004282993069437986,0.0009970129690772078,1.1309069143543553,0.01688503017167848,1.6506985341732245,0.9296093077501149,good
0.48,0.010913442161065011,-0.012185406117339374,0.007797661679209262,-0.010557686018319145,1.2143342409040736,0.02810263097822072,1.8572999108935517,0.9105645165088344,good
0.5,0.03482795814899171,0.01729744428295859,-0.0004492372340938227,-0.011099995088742492,1.2067376112938433,0.020080053169702957,1.8527512556980195,0.9694938980448999,good
0.52,0.019564093085562034,-0.0015033690049721224,-0.008086893639412625,0.0031352994506613123,1.1540743998208807,0.024271156991467806,1.7728561774716358,0.9319135271317485,good
0.54,0.029149615862433042,0.017786315658294857,0.0207184621704846,0.018753357341753474,1.178179986930837,0.02042776455996739,1.7614869025144848,0.8135026989002403,good
0.56,0.0014106093556762807,-0.003237777556240089,0.007001944003372955,0.002214358048969726,1.2780313971169062,0.006265967851013832,1.8677103227503065,0.8727879660238524,good
0.58,0.03230390037592873,-0.001946759714055588,-0.0068556471391585825,-0.0037680777267719763,1.219656598691374,0.018382764946551094,1.7587977829669672,0.8053668039012222,good
0.6,0.013153358047918987,0.008315004501975086,0.012622039384994463,-0.0028271047175131903,1.184467010908838,0.02096562413790322,1.8340117682772052,0.8912078729864347,good
0.62,0.02425997565448225,-0.01627821937182341,-0.021697612842018987,0.012604814569527785,1.1627823041820307,0.02641048157253425,1.827350948158259,0.9447149394469204,good
0.64,0.02685258181841825,-0.0177549841976291,0.008944931805511102,0.006153256720837652,1.1687370296807125,0.040222510138797775,1.7928119677461576,0.8818940873850499,good
0.66,0.0029280083350183552,-0.007808017710046845,0.00885986118563284,-0.00611823173844083,1.139804496625486,0.004855831485230957,1.8609035924288788,0.9027798552946121,good
0.68,0.0404880418337327,-0.004219253863405589,0.01000434763957816,-0.017876916727884277,1.1976939069328176,0.036527681142476745,1.710352361784858,0.9356578464563527,good
0.7,0.03342824447053586,-0.013200110918552064,-0.0031269194325999625,-0.012892410050317887,1.0786071230304342,0.0030186576660021025,1.8198955772001855,0.9347470015989352,good
0.72,0.04872664326505215,0.03509305521756243,0.0077141110447200845,-0.015568307350453406,1.250205432477549,0.017644478317846247,1.7186762387750885,0.9100510675956893,good
0.74,0.0024768647039947857,0.00973268973793935,0.0062618419896254005,-0.006597545262574675,1.1962526552261559,0.042838450230623694,1.6922758818781085,0.933012781619607,good
0.76,0.021264736135304413,-0.008117672226318847,0.0048156070589948285,0.0008501653067254334,1.2157117511587576,0.020282462765107697,1.8173915375553014,0.9298170412076074,good
0.78,0.06276820806199422,-0.0110914031954036,-0.009536368446530975,0.00955829516912817,1.2605297138393365,0.04101048788884719,1.7589544205567418,0.9268666357858372,good
0.8,0.01480817228408486,-0.0005966408601567352,-0.011847473759487357,0.004692973980325778,1.1853270408136993,0.0329977595500419,1.7961666826910812,0.7676326637683897,good
0.82,0.02127382640216204,0.004464811733500832,-0.009627040609102749,0.01604146964954349,1.2067529241601942,0.037354034684298786,1.8112270224439313,0.877382895151435,good
0.84,0.029851712213034138,-0.0024656574371618814,0.016541881065161603,-0.004045832991431036,1.301558855401675,0.025402474580305257,1.731651862713175,0.78307240649383,good
0.86,0.02524344673053065,0.012927769379737076,-0.03474068060526288,0.016439040582858774,1.1902691734665107,0.028463881798001557,1.7829108229580646,0.9334871003774501,good
0.88,0.0410012914587626,-0.005940381481687562,0.0007514200017290616,0.004657158687504389,1.1760944649141303,0.03817770384889382,1.839183532979293,1.018022410454769,good
0.9,0.007903262642562574,-0.01146322636488062,-0.004395242979770678,0.012218739886656584,1.188486343581646,0.006394728291284258,1.833564066008848,0.9489842068171547,good
