timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,-0.3057844156508092,-0.14176600274588214,-0.014633619280375371,0.009819188717848523,1.612954502187158,0.024185923905732487,1.8756760838330255,1.0686746043785984,forward_head
0.02,-0.34225425931357606,-0.11036104287652009,-0.029695347038005308,0.012264477954551942,1.4735586534063407,0.03028263909845951,1.8205710563193631,1.1858979855331613,forward_head
0.04,-0.3294059421395583,-0.1528728513562071,-0.01851843608850864,0.006734589158075902,1.5449910484074416,0.05736351681074459,1.7233661272401688,0.9788153133362753,forward_head
0.06,-0.31311439972703253,-0.10423293179993062,-0.0035348274667947647,0.004987080413220404,1.749607894948926,0.0467424386778771,1.914251012484102,1.1339356189846368,forward_head
0.08,-0.28617669486598557,-0.14752205990177455,-0.0011061226780827342,-0.010252927476016008,1.5739170124743578,0.031059974058451026,1.83243055381487,1.2118403834772427,forward_head
0.1,-0.37106264499549213,-0.12752563091883667,-0.03234014041606414,-0.008296261081205888,1.6049146854650687,0.03299396699415357,1.7579583280972428,1.1406161078140922,forward_head
0.12,-0.28986563411409294,-0.10618601758534772,-0.03046567556673717,-0.015503938607848588,1.5554485964519187,0.030742700486153258,1.907240968326562,1.125685099385956,forward_head
0.14,-0.28093291642710544,-0.1354730378926483,-0.013382501808191592,-0.000768139085288443,1.63043158939492,0.0228345607796752,1.8509938937891537,1.0610879271498406,forward_head
0.16,-0.38453970557809797,-0.13033210504438653,-0.028924640181270583,0.021343416926634457,1.4974176362188325,0.023867591222597347,1.815957357543402,1.2100666758224996,forward_head
0.18,-0.3000077589482428,-0.10207368162495155,-0.011866869219176568,-0.003918550814951439,1.5166339096815948,0.03859845432770464,2.0389342845683407,1.0563439165412096,forward_head
0.2,-0.3292699172678231,-0.0985408272867688,-0.03035792802540962,0.006604418501659976,1.6232503717694395,0.034881502175009786,1.836391147241184,1.2057889357206646,forward_head
0.22,-0.31600475421049634,-0.11762244631049482,-0.0120219447947863,-0.020372478786337484,1.5844582587566658,0.005006721074683072,1.79777451319848,1.0811267532142748,forward_head
0.24,-0.34764835325338056,-0.09692760590142667,-0.020469313688643763,0.008470914920327149,1.4870644460893114,0.05522515254373107,1.9111777101608476,1.1080905734163864,forward_head
0.26,-0.315443838375895,-0.12749680405165395,-0.00531006673494492,0.024777354492276284,1.6235199275352015,0.014807086280615092,1.7587031543256704,1.2145441410454274,forward_head
0.28,-0.3200234385672475,-0.1468044850061883,-0.0014472302425069163,0.01288752796730767,1.4246241287860844,0.030861014512412754,1.8359966423808205,1.1429053576717891,forward_head
0.3,-0.31036443928821716,-0.1404733675242058,-0.02410617713168627,-0.009158439051906168,1.6119305248786544,0.01858607327175409,1.9497375839287174,1.0906155397447699,forward_head
0.32,-0.3012057448132565,-0.14234021581326878,-0.017429450578600788,-0.0034814511602373633,1.4811182004190402,0.02007372286848107,1.914907857718955,1.1113907007681538,forward_head
0.34,-0.33886841064321455,-0.09947981299793608,-0.018038607663873177,-0.012847220632373715,1.5409130649737572,0.043656099649051344,1.727526119854017,1.0626898117273131,forward_head
0.36,-0.31755594530670517,-0.12324695909546113,-0.028971366190879685,-0.004864236976981457,1.546414459935956,0.025651992975150483,1.880916274593891,1.2652387872789763,forward_head
0.38,-0.3073646553306691,-0.09749049000271393,-0.005675602144290916,-0.00215584948622274,1.5712731868975767,0.013541834039891473,1.9459446830218738,1.0717623914777563,forward_head
0.4,-0.3125580120376506,-0.08815803127513877,-0.024565159299536784,0.004369213085774804,1.6045996995662417,0.03613526023899161,1.8786306444454,1.1775871743680333,forward_head
0.42,-0.3373787791872212,-0.10941471042653353,-0.016081570574339978,-0.02192876351013927,1.7869588095459865,0.02411372803656255,1.845146073067467,1.1531840064322227,forward_head
0.44,-0.3140162794076588,-0.10722640883445228,-0.03073255922042118,-0.006757929070209808,1.641929283860933,0.03136675491052017,1.7875887180483958,1.1504778506759608,forward_head
0.46,-0.32741368738470317,-0.12599906128337385,-0.014918159449359692,-0.02282889498682628,1.6613511952103266,0.024248152496846184,1.9770026296684478,1.2079008467631411,forward_head
0.48,-0.31558836021254383,-0.12145885220723865,-0.04729065178386779,0.01224653531624261,1.6489086769832644,0.044783893738468035,1.8738850743057214,1.2335007199239467,forward_head
0.5,-0.314349435840459,-0.14371589913888827,-0.015282559655170584,0.01855698730623606,1.5648821883179862,0.023118666695828977,1.7071898185664973,1.277676373636434,forward_head
0.52,-0.3495651195534667,-0.10147742761920389,-0.0006235694649202465,-0.009178179342581064,1.6055178198734725,0.02887932859195125,1.8592936978911199,1.2071972922234133,forward_head
0.54,-0.3274149592397683,-0.12937774838235602,-2.6300742372214977e-05,0.003698055296016595,1.6937714472739425,0.0347831880288357,1.860994878614003,1.2080102918458386,forward_head
0.56,-0.301271811964941,-0.10205264212302007,-0.01990053645003864,0.01582790687998981,1.5200854490423181,0.036912053594589156,1.9317012607652588,1.1865311074970473,forward_head
0.58,-0.3373589755330466,-0.10835540150920034,-0.04370233314473946,0.0035477176869744653,1.4212221525365472,0.017200923908139723,1.8247737737257848,1.11540814142157,forward_head
0.6,-0.2695517078633258,-0.1220727410669519,-0.01188200919245802,-0.0008160176242069445,1.615268342990618,0.033128071241001554,1.949602693022474,1.1207812783723323,forward_head
0.62,-0.2866057842785937,-0.12718584984588455,-0.044499432976385436,-0.00838727783493327,1.5720196384428495,0.027724442482745505,1.805113791789484,1.1639974006076044,forward_head
0.64,-0.3333396270736119,-0.09030890982646608,-0.023571052552352423,-0.0053687888228228075,1.7254973320307418,0.027415691396445552,1.8593680849980283,1.0436653949718295,forward_head
0.66,-0.3446341484067133,-0.10933547297946662,-0.02044489059938749,0.01760843429956656,1.557933029517582,0.027685062156212484,1.877000746159438,1.1986468458745079,forward_head
