timestamp,delta_c,delta_th,delta_l,delta_tlj,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,0.02607514006634367,-0.15935314197325412,-0.27799128859754585,-0.23356168997258445,1.1890439221781,0.01627434175444046,2.0788612970561844,0.9610517073896394,slouch
0.02,-0.011766882602022096,-0.1407720567876563,-0.3289977702514164,-0.22643999067477033,1.3828775596240168,0.03642861995731406,1.9660626517499074,0.9689853189115648,slouch
0.04,0.01733803720472224,-0.14156728467524804,-0.2834011401259225,-0.25532428740630075,1.2458067685586407,0.01781369761613892,2.0640217800554828,0.9299411392593052,slouch
0.06,0.020606038787390885,-0.11615344652000162,-0.30562270999235924,-0.261406224072183,1.3679090888899845,0.06617046298605164,2.080967447972092,1.0054665380300407,slouch
0.08,0.043957870889653146,-0.15836878103229812,-0.30599809060715116,-0.2309368951366235,1.3945704886562362,0.003899516594915706,2.073271361879565,0.9491235640135987,slouch
0.1,0.04514792042864428,-0.1602301498767633,-0.32577513414233,-0.26050510849853936,1.2529119036395737,0.030822714062581445,1.9589368521668038,0.9757569581585707,slouch
0.12,-0.005955409677184517,-0.13664284839132063,-0.2699828196186014,-0.2285698379133302,1.3365313070376108,0.05392424390326325,2.1705382097693153,1.0314488573405851,slouch
0.14,0.015904816927163046,-0.14562685085123342,-0.2769565018829303,-0.23160224683254196,1.4227403918950712,0.007516545394754592,1.9787285618353423,0.932358590577355,slouch
0.16,0.03965815338408055,-0.14041568586329706,-0.3015603581009152,-0.282869322383406,1.3559295210939204,0.0166263707579573,2.087162512665411,1.0163383887408755,slouch
0.18,0.026521092870098073,-0.15640668597646867,-0.30957098075576645,-0.2857998026834983,1.3815077033441046,0.01995161831824548,2.1071220432956093,0.9028463998160273,slouch
0.2,0.03138915624191482,-0.14804379203301693,-0.32967749905912064,-0.2548792316302075,1.255747397126918,0.0301766769948683,2.059531349037249,1.0595483677602582,slouch
0.22,0.028025645962277187,-0.17368619417465261,-0.3153631918015547,-0.2344782014344965,1.3404456719174718,0.05210204448285894,2.058287736858674,0.903320705238028,slouch
0.24,0.0303841928094907,-0.1585407724705982,-0.303041120489416,-0.2409269758289464,1.3767446951615256,0.056867831398574764,2.256993587707049,0.9974568624035716,slouch
0.26,0.02078845805547272,-0.14097986443688643,-0.29874125198430607,-0.2754286754658415,1.2434845195450164,0.017021801735671277,2.1486308323822967,0.8564119142732344,slouch
0.28,0.05009603378790643,-0.1567152374700679,-0.28830650798669505,-0.26419108356233467,1.1983663035438334,0.02298007332098511,2.073946462750513,0.9680771834680947,slouch
