timestamp,delta_c,delta_th,delta_l,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
0.0,0.0812505011519147,-0.1909884373407729,-0.2964002139276775,1.38546248227601,0.023417235856868945,2.1942071557006573,0.988040689757957,slouch
0.02,0.0109655107058492,-0.16459891777566174,-0.34031179712064247,1.2328609722989325,0.03648888394140104,2.0783516277210947,0.9392910972744081,slouch
0.04,0.02183846802831795,-0.16442645522441296,-0.3048926308443709,1.1978434178068318,0.02743019164201367,2.0267067774279477,0.9591799431989038,slouch
0.06,0.04178677992290535,-0.1528475486479117,-0.3378952246464714,1.4370801345029856,0.023026785546657266,2.1639071379844768,0.9292009010129929,slouch
0.08,-0.005158512656257699,-0.1720990886895766,-0.29472326538428384,1.1524036243366587,0.020699627403573003,2.155831542868986,0.8689093181634462,slouch
0.1,0.011920816656377363,-0.14401200493922367,-0.27492537885421203,1.352469480014927,0.03790249912051338,2.153865972456102,0.8785184788931023,slouch
0.12,0.006479716006176865,-0.16671891367508865,-0.3089552973557331,1.3504963105761991,0.06487044740036906,2.018649525927588,1.0175466674282705,slouch
0.14,0.04145335525467958,-0.16794547884222527,-0.3171759222811516,1.3667395658551036,0.02440122616524419,1.997152661965015,0.9477655533405196,slouch
0.16,-0.016371987601650373,-0.19304505325670235,-0.32447508039701844,1.3664978958532559,0.052065133800931127,1.9946952364469144,0.9385582418358958,slouch
0.18,0.013565291148195022,-0.13357052620361543,-0.31377553915298867,1.2778673040278794,0.030914125702423266,2.0518373872278874,0.9873200104873807,slouch
0.2,0.014146109990739123,-0.15655899241703325,-0.3403011956586283,1.2210115557572667,0.06332966542885214,2.1610744560506614,0.9239442281458573,slouch
0.22,0.02892087673314584,-0.1439602750902797,-0.31536093190264597,1.3848095580647923,0.05619035010229674,1.9329104485858708,0.9783834151786582,slouch
0.24,0.03367574634144582,-0.15686381428939025,-0.330075166546276,1.3172259630743337,0.05108916704171387,2.007559676951335,0.8990524292050356,slouch
0.26,0.021794132841012014,-0.1608126961934207,-0.33721491383005137,1.4704138683507941,0.024809916673254887,2.078966111670431,0.9496330508277293,slouch
0.28,0.032526736226729185,-0.18428879733738288,-0.2789383196289787,1.2492227474493744,0.026176522813753732,2.0576842557561257,0.9400515574566107,slouch
0.3,0.010218627732717157,-0.12348488836554077,-0.280421446740292,1.2302371561057,0.04654243915170722,2.2073404877265483,0.9287747094782536,slouch
0.32,-0.004195400982242849,-0.15834886450871646,-0.3113411545234981,1.3094852674145876,0.051595149495519736,2.077068131105111,0.9757804352147198,slouch
0.34,0.003975636434421093,-0.1583350211551571,-0.3019679731563451,1.3166041144401355,0.054708414390122494,2.0841531890710736,0.9498363191032831,slouch
0.36,-0.0217365446542443,-0.1900057842821212,-0.2606101396695632,1.238156595305712,0.04500722929192454,2.086694158811399,0.9063344308107603,slouch
0.38,0.02441225944162439,-0.1591200207176736,-0.3373558581890665,1.3641749614682253,0.04853775544081883,2.0284070118744144,0.973984602935806,slouch
0.4,0.032846585028945274,-0.16365347062697055,-0.31950936500126587,1.2767233383976049,0.0336412005571309,2.076811700403153,1.0194857306333827,slouch
0.42,0.054695925684568256,-0.15008517503388713,-0.3082624371925468,1.2830490459793924,0.024911994424366223,2.147983505383024,0.9633098405703804,slouch
0.44,0.014013922344890737,-0.14228970554475848,-0.31116130341372233,1.2808217909653394,0.028820406271797182,2.154378841065024,0.9606551067978928,slouch
0.46,0.02794419899079354,-0.14660703586512608,-0.2952817370995058,1.288018390142526,0.03502406436086095,2.125191690530702,0.936423421280472,slouch
0.48,0.020830750725992445,-0.13177924235177596,-0.33679470344929363,1.3387058802668559,0.007694639617949736,1.9662016156837334,0.8340714678720439,slouch
0.5,0.00578182249240895,-0.16182759113128922,-0.25969349008498865,1.266628314951124,0.04804705432362295,2.0284569567279225,0.989809659546725,slouch
0.52,0.05343042985949213,-0.15199303937615707,-0.3300911121432222,1.2436567598804555,0.020879236995248282,2.0322538298372614,0.9388398838842537,slouch
0.54,0.025231429196804916,-0.18641505902995537,-0.28184040031720264,1.349755533896873,0.03252485637332461,2.1114598767975297,0.9299134636237152,slouch
0.56,5.760721069691499e-05,-0.14733239866717573,-0.32093950320350123,1.179129672143145,0.03466253419119314,2.072346408880365,0.9221275477307751,slouch
0.58,0.018007325610307857,-0.1629967799633599,-0.26990515613642846,1.2528409691393065,0.06000121050834374,2.1001188679654827,0.9605921814303069,slouch
0.6,0.08785463267723034,-0.15092388465827922,-0.29278251784820986,1.4307220205094555,0.05250142011333218,2.0712533351232087,0.9644739006589333,slouch
0.62,0.03116469717923213,-0.16834481744413024,-0.33325608798253736,1.228900873015945,0.05335905251231846,1.9675902059353818,0.9717217766775427,slouch
0.64,-0.02318940635069835,-0.16995429974814585,-0.3346647775246834,1.2361538040674542,0.048716259997688624,2.1635039427694527,1.0009097092640729,slouch
0.66,0.011975159914215345,-0.1573546410646156,-0.3100476574480455,1.292012443646694,0.03912829692930506,2.1784305163025617,0.9257687107868147,slouch
0.68,0.005560073855315915,-0.1500689724369228,-0.2835211979594426,1.1943953180657672,0.04570133634812766,2.0829329150267504,1.0257114108226801,slouch
0.7,0.023520467882489852,-0.14324692522276394,-0.32160485417433265,1.3280366596229063,0.009014776884889372,2.1000566626818764,0.9653922269470184,slouch
0.72,-0.006567857474891835,-0.18095097660661713,-0.27807184348425734,1.27906832033916,0.07341112576833791,2.0759576449068025,0.9623784660577334,slouch
0.74,0.04091056846703106,-0.16167011827169656,-0.3315309040847171,1.322184418570674,0.04408022304890258,2.0909378314159413,0.974350328150938,slouch
0.76,0.050121455317308286,-0.2003588431461721,-0.27695715917868946,1.4105034912956889,0.03379040649056521,2.2340560379296224,0.9262374533600974,slouch
0.78,0.018667639555512157,-0.17131331006321066,-0.29022783407046704,1.3424170124953867,0.024883193677261405,2.067918748067058,0.9407689520673652,slouch
0.8,0.0044671498466974215,-0.1615819634050535,-0.2756885796681452,1.2405348865390102,0.04634282055575043,2.1447421781092757,0.9415099522424444,slouch
0.82,0.019296043998154717,-0.16857578496469033,-0.33432799235527644,1.323707689292726,0.04786897421693771,2.0420808589062593,0.9913809377526323,slouch
0.84,0.00011524747407334375,-0.1442108863394303,-0.26020007111726046,1.2565645220657788,0.02346745775628028,2.2303679883970986,1.0153705474513255,slouch
0.86,0.06690662735608033,-0.14632286102280295,-0.28705432537844466,1.3197889227896362,0.04408949388720472,2.1182110665822744,1.0122984168030629,slouch
0.88,0.02639300843127103,-0.1342562729539632,-0.3015034073483406,1.2754045025303613,0.028627288736571766,2.036645180069221,0.9430879371073425,slouch
0.9,-0.016808926285675006,-0.16692864482743833,-0.30837102825844925,1.311459057585718,0.004755250078553333,1.935841495033977,0.993483997610871,slouch
0.92,0.021605936788386605,-0.15349372909901832,-0.29757996353369487,1.367709692586477,0.027802090818757036,2.1142354093677316,0.9838204284309837,slouch
0.94,0.018926451566906467,-0.15372481011066103,-0.3134882163632311,1.2570308264865326,0.06572057793823731,2.118678046353571,1.0350776238266142,slouch
